Customer ID,Recency,Frequency,Monetary,AvgOrderValue,UniqueProducts
12346,0.5955835512607377,0.4389978859295803,5.16637791892223,5.005717155570062,-0.47211230203453136
12347,-0.9522790918878471,0.1315018840832344,0.13612721984871035,0.18943633535595364,0.377858105743737
12348,-0.6035322617957277,-0.09912011730152501,-0.06485654183870682,0.015400608024597156,-0.48928342138358727
12349,-0.8710640766609151,-0.1759941177631115,0.10199613781240364,0.5946315849091124,0.4808848218380726
12350,0.5191458898706842,-0.4066161191478709,-0.18154932901340196,-0.041823048240663935,-0.557967898779811
12351,0.8296738892677769,-0.4066161191478709,-0.1838672563645812,-0.069388905684508,-0.5236256600816991
12352,-0.7898490614339833,0.28524988500640736,-0.007345350039683783,-0.08252201482103437,-0.10293323602982893
12353,0.012746383161579257,-0.32974211868628445,-0.1765381182834548,-0.14973098496885198,-0.5064545407326432
12354,0.146512290594173,-0.4066161191478709,-0.12995518868987205,0.5717581825828753,-0.20595995212416449
12355,0.06051992153036274,-0.32974211868628445,-0.13908215748616468,0.07299076583041726,-0.4034278246383076
12356,-0.8519546613134018,-0.022246116839938542,0.2365591960865399,0.5573904985939939,0.18897579290412184
12357,-0.8041811229446183,-0.25286811822469796,1.0617835779729285,4.70333142196973,1.536908661805012
12358,-0.9522790918878471,-0.09912011730152501,0.06448685152779932,0.32304282476881174,-0.22313107147322042
12359,-0.6847472770226596,0.28524988500640736,0.40980885659897187,0.4135769412765668,1.9146732874842425
12360,-0.7134114000439297,0.1315018840832344,0.08982130577364322,0.12059993364826044,0.6697671346776878
12361,0.40926675162248216,-0.1759941177631115,-0.16930178040103114,-0.21196829994906377,-0.549382339105283
12362,-0.9475017380509687,0.36212388546799384,0.16623188132339278,0.08380050227948964,1.0217750813333344
12363,-0.4363248775049855,-0.32974211868628445,-0.1664796848061535,-0.089921227945489,-0.5064545407326432
12364,-0.923614968866577,-0.1759941177631115,-0.11377055702059832,-0.04686759191689773,-0.10293323602982893
12365,0.42837616696999553,-0.32974211868628445,-0.16028977304492248,-0.05311459008575214,-0.5150401004071712
12366,2.067008533019269,-0.4066161191478709,-0.17006426561574528,0.09476260453755855,-0.6781657342232025
12367,-0.9427243842140904,-0.4066161191478709,-0.19301084609198477,-0.17812867736991994,-0.6094812568269787
12368,2.038344409997999,-0.4066161191478709,-0.14115354102586508,0.43858222953030307,-0.549382339105283
12369,1.0112133350691541,-0.25286811822469796,-0.08066373986400306,0.17449522058591665,0.06877795746073034
12370,-0.718188753880808,0.05462788362164793,0.09423070028961524,0.19063893691981842,0.7384516120739115
12371,-0.7468528769020781,-0.09912011730152501,0.07697401856368613,0.35274345073654123,0.44654258313996076
12372,-0.6178643233063628,-0.25286811822469796,-0.11481352044780954,0.039120258289990356,-0.41201338431283563
12373,0.5239232437075625,-0.25286811822469796,-0.12661368899777767,-0.007657417736865464,-0.39484226496377967
12374,-0.842399953639645,-0.1759941177631115,0.002307255702992193,0.2982450834548978,-0.025663198959077253
12375,-0.909282907355942,-0.32974211868628445,-0.17302417643108445,-0.1288362791621497,-0.5837245778033949
12376,0.9013341968209521,-0.32974211868628445,-0.1698627368260252,-0.11003763272785806,-0.6094812568269787
12377,0.5430326590550759,-0.1759941177631115,0.03257812648878402,0.38824386063374644,0.40361478476732093
12378,-0.34077780076741854,-0.32974211868628445,0.17039334695029335,1.913203236966966,1.7086198552955714
12379,-0.5700907849375793,-0.1759941177631115,-0.0925013055089708,0.016368336811466506,-0.20595995212416449
12380,-0.8567320151502801,0.36212388546799384,0.4654134890918114,0.4072555197100995,0.635424895979576
12381,-0.937947030377212,-0.09912011730152501,-0.07691294974330189,-0.013275460827502143,-0.10293323602982893
12383,-0.07802333973910935,-0.09912011730152501,-0.07654936687525017,-0.012410681911576385,0.017264599413562565
12384,-0.8232905382921317,-0.32974211868628445,-0.16417560823090002,-0.07622065912032179,-0.4806978617090593
12385,0.8487833046152902,-0.4066161191478709,-0.07046610608864766,1.2792296957069291,-0.14586103440246875
12386,0.652911797303278,-0.32974211868628445,-0.17687469213845125,-0.15173233045999454,-0.6180668165015067
12387,1.0207680427429107,-0.4066161191478709,-0.19473942292752208,-0.19868570759992737,-0.6266523761760346
12388,-0.8853961381715503,0.1315018840832344,0.06545917599778905,0.08438422804773961,0.008679039739034602
12389,0.9634397967003706,-0.25286811822469796,-0.10544416307281577,0.0762618263965302,-0.35191446659113984
12390,-0.5796454926113359,-0.4066161191478709,-0.1666292731861519,0.13561311332795797,-0.42918450366189154
12391,-0.8567320151502801,-0.022246116839938542,-0.01600208499329618,0.05679469213357851,1.3651974683144528
12392,1.8615823180335,-0.4066161191478709,-0.18845047811842175,-0.12389468535685944,-0.6438234955250907
12393,-0.6178643233063628,-0.022246116839938542,-0.038536604885743675,0.012129547458484173,-0.16303215375152466
12394,-0.6560831540013895,-0.32974211868628445,-0.1165836496111242,0.2067720641241375,-0.4806978617090593
12395,-0.8710640766609151,0.6696198873143396,0.12225151252626412,-0.05801116048081641,0.5409837395597683
12396,2.258102686494403,-0.4066161191478709,-0.14020268525856028,0.44989024335474226,-0.14586103440246875
12397,-0.7898490614339833,-0.32974211868628445,-0.03781290184362169,0.6751610329585735,0.24048915095128962
12398,-0.7420755230651997,-0.4066161191478709,-0.0914320256075006,1.029893344271334,0.02585015908809053
12399,-0.3933286929730804,0.05462788362164793,-0.06881093836551698,-0.08635622098595813,-0.12868991505341282
12400,1.0159906889060324,-0.4066161191478709,-0.1904934675674743,-0.1481908548995365,-0.6094812568269787
12401,0.48570441301253575,-0.4066161191478709,-0.19886972430858962,-0.24780515002451242,-0.6609946148741466
12402,0.5812514897501027,-0.022246116839938542,-0.11766262505574245,-0.14470428593691503,-0.33474334724208393
12403,-0.7229661077176863,-0.32974211868628445,-0.13411319162279114,0.10253737879121526,-0.6609946148741466
12404,2.29632151718943,-0.4066161191478709,-0.20032821101357426,-0.2651501442810812,-0.6953368535722584
12405,-0.2500080778667299,-0.4066161191478709,-0.08625668318283296,1.0914408951162242,-0.24030219082227633
12406,-0.8567320151502801,-0.09912011730152501,0.23784939586402631,0.735384236663646,0.27483138964940146
12407,-0.7229661077176863,-0.09912011730152501,-0.08641388948959056,-0.03587336929909449,-0.21454551179869244
12408,-0.8041811229446183,0.1315018840832344,0.09590733671543084,0.12964716830677936,0.18897579290412184
12409,-0.5844228464482143,0.05462788362164793,1.4171688642929765,2.438208751970585,0.8157216491446632
12410,0.5143685360338058,-0.25286811822469796,-0.13450447604269444,-0.0389377065243528,-0.39484226496377967
12411,0.996881273558519,-0.4066161191478709,-0.1806836555180407,-0.03152806114630925,-0.5150401004071712
12412,-0.6035322617957277,-0.022246116839938542,-0.024860348736628696,0.03923693481039303,9.34800645066384e-05
12413,-0.6417510924907545,-0.1759941177631115,-0.13549203636620255,-0.11144804595978464,-0.35191446659113984
12414,0.07485198304099779,-0.022246116839938542,-0.13874973886394598,-0.18650056087504918,-0.5236256600816991
12415,-0.8471773074765234,1.6689818933149638,9.799594741005675,3.931899899358342,3.5716863046681397
12416,2.176887671267471,-0.4066161191478709,-0.19067976050367602,-0.15040633612224164,-0.6094812568269787
12417,-0.9475017380509687,1.053989889622272,0.26603918756696976,-0.03731755008869054,1.6141786988757638
12418,-0.42199281599435046,-0.1759941177631115,-0.0647318848553748,0.09893001531335334,0.06877795746073034
12419,0.8822247814734386,-0.32974211868628445,-0.16987243236917327,-0.11009528465558645,-0.5064545407326432
12420,-0.6560831540013895,-0.4066161191478709,-0.16312848957091106,0.17724604113752826,-0.45494118268547545
12421,-0.8853961381715503,-0.022246116839938542,-0.1286255142009972,-0.16643357203073303,-0.326157787567556
12422,-0.5032078312212823,0.8233678882375126,0.15761462108116892,-0.06376953837592356,0.4722992621635446
12423,-0.9570564457247255,0.28524988500640736,-0.02309714496127692,-0.10125477333792221,0.395029225092793
12424,-0.18312512415043303,-0.1759941177631115,0.026602209215606312,0.3704767719063091,-0.034248758633605214
12425,-0.5892002002850927,-0.32974211868628445,-0.0841084278367445,0.3998771960503672,0.043021278437146454
12426,-0.030249801370325877,-0.32974211868628445,-0.11154681494571436,0.23672224057903418,-0.07717655700624504
12427,-0.8567320151502801,-0.25286811822469796,-0.14751797256376092,-0.09052520052169115,-0.4806978617090593
12428,-0.8376225998027668,0.20837588454482087,0.34630789675084533,0.4108690393822642,1.5111519827814281
12429,-0.9188376150296986,0.1315018840832344,0.2249716369470325,0.32150866579201104,0.3606869863946811
12430,-0.7564075845758348,-0.4066161191478709,-0.1869511316244561,-0.10606376770943717,-0.6094812568269787
12431,-0.7898490614339833,1.5921078928533774,0.5177638817808887,0.0009864059458819883,1.3909541473380367
12432,-0.7564075845758348,-0.09912011730152501,0.14566971192277636,0.5161356027105282,0.21473247192770573
12433,-0.9570564457247255,0.28524988500640736,0.9583515236695751,1.0659290934974457,1.7429620939936832
12434,-0.5557587234269442,-0.25286811822469796,-0.12829101796238962,-0.014306606734872714,-0.17161771342605264
12435,-0.5796454926113359,-0.022246116839938542,0.7597168535791702,1.5943290520363158,0.05160683811167442
12436,-0.48409841587376895,-0.4066161191478709,-0.16945690909139988,0.10198556748295778,-0.5665534584543389
12437,-0.9522790918878471,2.514595898392415,0.673666830523874,-0.04938748798876207,1.6399353778993477
12438,-0.8949508458453069,-0.32974211868628445,-0.0033971863620402567,0.879804786420156,0.017264599413562565
12439,2.301098871026308,-0.32974211868628445,-0.12555895241102955,0.15340285102700288,-0.11151879570435688
12440,1.245303673076193,-0.32974211868628445,-0.14520489298415565,0.03658357346994138,-0.5236256600816991
12441,0.79145505857275,-0.4066161191478709,-0.19268881555171036,-0.17429894217081998,-0.6094812568269787
12442,-0.9475017380509687,-0.4066161191478709,-0.19279200383235745,-0.17552610463246707,-0.6008956971524508
12443,2.535189209033347,-0.4066161191478709,-0.17109822603860478,0.08246627195206131,-0.5236256600816991
12444,-0.8615093689871585,-0.09912011730152501,0.14193969796596387,0.5072637946320971,0.4808848218380726
12445,-0.8567320151502801,-0.32974211868628445,-0.17458377380032727,-0.1381100035367444,-0.4978689810581152
12446,-0.6847472770226596,-0.4066161191478709,-0.13529397027046391,0.5082669381745711,-0.21454551179869244
12447,0.19906318279983484,-0.4066161191478709,-0.17170904525693165,0.07520212905828466,-0.4806978617090593
